Actividad económica principal;Indicador;Comunidad autónoma;periodo;Total
8551 Educación deportiva y recreativa;Valores absolutos;Ceuta y Melilla;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2024;9,2
8551 Educación deportiva y recreativa;Porcentaje;Total;2023;9,1
8551 Educación deportiva y recreativa;Porcentaje;Total;2022;8,0
8551 Educación deportiva y recreativa;Porcentaje;Total;2021;7,3
8551 Educación deportiva y recreativa;Porcentaje;Total;2020;7,5
8551 Educación deportiva y recreativa;Porcentaje;Total;2019;6,7
8551 Educación deportiva y recreativa;Porcentaje;Total;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Total;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2024;7,4
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2023;7,5
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2022;6,9
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2021;6,0
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2020;6,4
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2019;6,1
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Andalucía;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2024;10,4
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2023;10,4
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2022;9,9
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2021;8,5
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2020;8,9
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2019;8,5
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Aragón;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2024;9,1
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2023;9,8
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2022;9,1
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2021;8,1
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2020;8,8
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2019;8,3
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Asturias, Principado de;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2024;5,5
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2023;5,3
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2022;4,1
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2021;4,5
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2020;4,6
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2019;3,5
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Balears, Illes;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2024;9,8
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2023;9,8
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2022;8,4
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2021;6,7
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2020;6,9
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2019;5,8
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Canarias;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2024;11,3
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2023;10,4
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2022;9,6
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2021;9,3
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2020;9,4
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2019;9,4
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Cantabria;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2024;8,4
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2023;8,7
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2022;6,1
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2021;5,4
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2020;6,4
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2019;6,2
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla y León;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2024;7,5
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2023;7,6
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2022;6,4
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2021;5,5
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2020;6,1
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2019;5,2
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Castilla-La Mancha;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2024;7,6
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2023;7,4
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2022;6,7
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2021;5,8
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2020;5,8
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2019;4,8
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Cataluña;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2024;7,4
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2023;7,3
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2022;6,7
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2021;6,2
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2020;6,5
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2019;5,3
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Comunitat Valenciana;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2024;4,2
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2023;4,2
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2022;3,6
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2021;3,7
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2020;4,7
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2019;4,7
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2016;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2015;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2014;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2013;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2012;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2011;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2010;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2009;..
8551 Educación deportiva y recreativa;Porcentaje;Extremadura;2008;..
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2024;8,5
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2023;8,7
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2022;8,1
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2021;7,6
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2020;7,8
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2019;6,7
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2018;..
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2017;..
8551 Educación deportiva y recreativa;Porcentaje;Galicia;2016;..
